���authors,#formats,#genre,isbn,pubdate,title
Jon Krakauer,,Travel,9.78031E+12,2009-08-24T23:10:07-07:00,Into Thin Air: A Personal Account of the Mt. Everest Disaster
Mark Anthony,,Fantasy,9.78055E+12,2003-07-28T23:10:18-07:00,The Gates of Winter
Patton Oswalt,,Non-fiction:Humor,9.78144E+12,2011-01-03T22:10:27-08:00,Zombie Spaceship Wasteland: A Book by Patton Oswalt
Gregory Maguire,,Fiction:Young Adult,9.78076E+12,2009-03-24T11:51:33-07:00,What-The-Dickens: The Story of a Rogue Tooth Fairy
Jack Higgins,,Fiction:Thriller,9.78194E+12,2010-09-16T11:51:16-07:00,Comes the Dark Stranger
Jack Higgins,,Fiction:Thriller,9.78001E+12,2009-11-02T10:51:21-08:00,Cry of the Hunter
James L. Rubart,,Fiction:Religous,9.78143E+12,2010-12-31T15:00:00-08:00,Book of Days: A Novel
James Michener,,Fiction:Historical,9.78045E+12,1982-10-31T02:00:00-08:00,Hawaii
James A. Michener,,Fiction:Historical,9.78045E+12,1987-03-11T16:49:08-08:00,The Covenant
Various,,Science-Fiction,,2010-03-06T23:00:00-08:00,The Golden Age of Science Fiction Volume V: An Anthology of 50 Short Stories
K. J. Parker,,Fantasy,9.78032E+12,2011-01-04T16:49:27-08:00,The Hammer
Hugh Raffles,,Science,9.78038E+12,2010-03-22T18:56:19-07:00,Insectopedia
Thalassa Ali,,Fiction:Historical,9.78055E+12,2004-09-27T18:56:27-07:00,A Beggar at the Gate
Thalassa Ali,,Fiction:Historical,9.78055E+12,2002-11-25T17:56:35-08:00,A Singular Hostage
Christos Tsiolkas,,Contemporary,9.78014E+12,2010-04-26T18:56:43-07:00,The Slap
Cormac McCarthy,,Fiction,9.78068E+12,1993-01-14T17:56:54-08:00,The Orchard Keeper
Alex Archer,,Fantasy,9.78037E+12,2010-11-08T17:57:02-08:00,Phantom Prospect
Various,,Science-Fiction,,2010-02-22T23:00:00-08:00,The Golden Age of Science Fiction Volume IV: An Anthology of 50 Short Stories
Various,,Science-Fiction,,2010-02-02T23:00:00-08:00,The Golden Age of Science Fiction Volume I: An Anthology of 50 Short Stories
Simon Kernick,,Fiction:Detective,9.78055E+12,2008-03-31T16:00:00-07:00,The Business of Dying
Various,,Science-Fiction,,2010-02-21T23:00:00-08:00,The Golden Age of Science Fiction Volume III: An Anthology of 50 Short Stories
Simon Kernick,,Fiction:Detective,9.78055E+12,2008-09-01T16:00:00-07:00,A Good Day to Die
Simon Kernick,,Fiction:Detective,9.78055E+12,2011-05-11T16:00:00-07:00,Severed
William Dalrymple,,Travel,9.78014E+12,2003-03-24T23:29:54-08:00,City of Djinns: A Year in Delhi
Simon Baatz,,True Crime,9.78006E+12,2009-04-28T00:30:05-07:00,"For the Thrill of It: Leopold, Loeb, and the Murder That Shocked Jazz Age Chicago"
Qanta Ahmed,,Autobiography,9.7814E+12,2008-09-01T00:30:16-07:00,In the Land of Invisible Women: A Female Doctor's Journey in the Saudi Kingdom
Brian Patrick O'Donoghue,,Travel,9.78068E+12,1996-03-18T23:30:30-08:00,My Lead Dog Was a Lesbian
Michael Gross,,Non-fiction,9.78077E+12,2009-05-05T00:30:40-07:00,Rogues' Gallery: The Secret History of the Moguls and the Money That Made the Metropolitan Museum
Gary Noesner,,True Crime,9.7814E+12,2010-09-21T00:30:50-07:00,Stalling for Time: My Life as an FBI Hostage Negotiator
Ruth Reichl,,"food, Autobiography",9.78081E+12,2010-05-25T00:31:01-07:00,Tender at the Bone: Growing Up at the Table
Archer Mayor,,Fiction:Detective,9.78045E+12,2007-10-24T03:00:00-07:00,Chat
Barbara Park & Denise Brunkus,,Children's Books,9.78068E+12,1993-08-24T00:37:19-07:00,Junie B. Jones and Her Big Fat Mouth
Barbara Park & Denise Brunkus,,Children's Books,9.78068E+12,1995-09-19T00:37:35-07:00,Junie B. Jones and the Yucky Blucky Fruitcake
Barbara Park & Denise Brunkus,,Children's Books,9.78068E+12,1998-06-16T00:37:50-07:00,Junie B. Jones Is a Beauty Shop Guy
Barbara Park & Denise Brunkus,,Children's Books,9.78044E+12,2001-01-15T02:00:00-08:00,Junie B. Jones and the Mushy Gushy Valentime
Barbara Park & Denise Brunkus,,Children's Books,9.78038E+12,2000-05-23T00:32:18-07:00,Junie B. Jones Has a Peep in Her Pocket
Barbara Park & Denise Brunkus,,Children's Books,9.78038E+12,2002-08-20T00:32:28-07:00,"Junie B., First Grader (At Last!)"
Barbara Park & Denise Brunkus,,Children's Books,9.78038E+12,2002-01-14T23:32:40-08:00,"Junie B., First Grader: Boss of Lunch"
Barbara Park & Denise Brunkus,,Children's Books,9.78038E+12,2003-08-12T00:32:55-07:00,"Junie B., First Grader: Toothless Wonder"
Barbara Park,,Children's Books,9.78038E+12,2004-12-27T23:33:03-08:00,"Junie B., First Grader: One-Man Band"
Barbara Park & Denise Brunkus,,Children's Books,9.78038E+12,2005-05-24T00:33:12-07:00,"Junie B., First Grader: Shipwrecked"
Belinda Bauer,,Mystery,9.78145E+12,2011-05-03T00:33:21-07:00,Darkside: A Novel
China Mi̩ville,,Children's Books,9.78035E+12,2007-02-12T23:33:30-08:00,Un Lun Dun
Dan Simmons,,Horror,9.78032E+12,2007-01-07T23:33:44-08:00,The Terror: A Novel
Various,,Science-Fiction,,2010-03-09T02:00:00-08:00,The Golden Age of Science Fiction Volume VII: An Anthology of 50 Short Stories
Kurt Vonnegut,,Fiction,9.7804E+12,2009-04-06T03:00:00-07:00,Armageddon in Retrospect
Galen Beckett,,Fantasy,9.78055E+12,2010-09-27T03:00:00-07:00,The House on Durrow Street
Jon Trace,,Fiction:Suspense,9.78075E+12,2010-02-18T02:00:00-08:00,The Venice Conspiracy
Michael Morley,,Fiction:Detective,9.78014E+12,2009-05-14T12:38:15-07:00,Viper
Michael Morley,,Fiction:Detective,9.78014E+12,2008-05-29T12:38:22-07:00,Spider
J. Gregory Keyes,,Fantasy,9.78035E+12,2004-08-17T12:37:58-07:00,The Charnel Prince
J. Gregory Keyes,,Fantasy,9.78035E+12,2006-07-11T12:38:06-07:00,The Blood Knight
Ward Larsen,,Fiction:Thriller,9.78193E+12,2008-10-15T13:49:01-07:00,The Perfect Assassin
David Michaels & Tom Clancy,,Fiction:War,9.78043E+12,2006-11-07T12:49:11-08:00,Checkmate
Thalassa Ali,,Fiction:Historical,9.78055E+12,2007-03-27T13:49:21-07:00,Companions of Paradise
Nicholas Sparks,,Romance,9.78075E+12,2008-04-03T03:00:00-07:00,The Rescue
Jon Scieszka & Mac Barnett & Adam Rex & Kate DiCamillo & Christopher Paul Curtis & Eoin Colfer,,Fiction:Young Adult,9.78006E+12,2010-09-21T16:13:04-07:00,Guys Read: Funny Business
David Margolick,,Sports,9.78038E+12,2006-10-10T16:13:17-07:00,"Beyond Glory: Joe Louis vs. Max Schmeling, and a World on the Brink"
Lois McMaster Bujold,,Fantasy,9.78006E+12,2006-04-27T16:13:27-07:00,The Curse of Chalion
Lewis Black,,Non-fiction:Humor,9.78159E+12,2010-11-02T16:13:40-07:00,I'm Dreaming of a Black Christmas
James Patterson & Maxine Paetro,,Mystery,9.78032E+12,2009-06-29T16:13:51-07:00,Swimsuit
Stephen Nissenbaum,,History,9.78068E+12,1997-10-28T02:00:00-08:00,The Battle for Christmas
E. L. Doctorow,,Fiction:Historical,9.78081E+12,2007-05-08T16:14:44-07:00,Ragtime
Michael Blanding,,History,9.78158E+12,2010-09-16T16:14:56-07:00,The Coke Machine: The Dirty Truth Behind the World's Favorite Soft Drink
Aaron Allston,,Science-Fiction:Star Wars,9.78035E+12,2010-03-08T21:00:00-08:00,Backlash
Matthew Stewart,,"Autobiography, Philosophy",9.78039E+12,2006-01-14T18:48:08-08:00,"The Courtier and the Heretic: Leibniz, Spinoza, and the Fate of God in the Modern World"
Boris Pasternak & Richard Pevear & Larissa Volokhonsky,,classics,9.78031E+12,2010-10-18T20:02:02-07:00,Doctor Zhivago
C. S. Friedman,,Fantasy,9.78089E+12,1996-08-01T03:00:00-07:00,Crown of Shadows
Carl Hiaasen & Bill Montalbano,,Fiction:Detective,9.78038E+12,1998-06-30T03:00:00-07:00,Powder Burn
Carl Hiaasen & William D. Montalbano & Bill Montalbano,,Fiction:Detective,9.78038E+12,1998-06-29T03:00:00-07:00,Trap Line
Christopher Fowler,,Mystery:Historical,9.78055E+12,2004-05-31T20:02:20-07:00,Full Dark House
Christopher Reich,,Fiction:Suspense,9.78039E+12,2008-07-14T20:02:33-07:00,Rules of Deception
Christopher Reich,,Fiction:Suspense,9.78039E+12,2002-08-19T20:02:39-07:00,The First Billion: A Novel
Jean M. Auel,,Fiction,9.78055E+12,1981-01-14T02:00:00-08:00,The Clan of the Cave Bear: A Novel
Various,,Science-Fiction,,2010-03-08T02:00:00-08:00,The Golden Age of Science Fiction Volume VI: An Anthology of 50 Short Stories
Richard D. Winters & Cole Christian Kingseed,,"Autobiography, History",9.78043E+12,2006-02-07T02:00:00-08:00,Beyond Band of Brothers
Tera Patrick; Carrie Borzillo,,Autobiography,9.78159E+12,2009-06-15T00:00:00-07:00,Sinner Takes All: A Memoir of Love & Porn
Anne McCaffrey & Elizabeth Ann Scarborough,,Science-Fiction,9.78035E+12,2010-01-04T20:31:55-08:00,Catalyst: A Tale of the Barque Cats
Barbara Park & Denise Brunkus,,Children's Books,9.78068E+12,1998-11-16T20:32:04-08:00,Junie B. Jones Smells Something Fishy
Ben Karlin,,Non-fiction:Humor,9.78045E+12,2008-02-03T02:00:00-08:00,Things I've Learned From Women Who've Dumped Me
Brad Meltzer,,Fiction:Suspense,9.78045E+12,2011-01-11T02:00:00-08:00,The Inner Circle
Charles Stross,,Fiction:Humor,9.78044E+12,2009-01-12T20:29:51-08:00,The Jennifer Morgue
Christopher Reich,,Fiction:Suspense,9.78039E+12,2005-07-25T21:30:02-07:00,The Patriots Club
Christopher Reich,,Fiction:Suspense,9.78044E+12,2001-10-08T21:30:12-07:00,The Runner
Greg Rucka,,Fiction:Suspense,9.78055E+12,2004-09-27T21:30:20-07:00,A Gentleman's Game: A Queen & Country Novel
J. A. Jance,,Mystery,9.78006E+12,2010-06-28T21:30:28-07:00,Day of the Dead
J. A. Jance,,Mystery,9.78038E+12,2004-07-05T21:30:42-07:00,Exit Wounds
Lorenzo Carcaterra,,Fiction:Detective,9.78035E+12,2005-09-26T21:30:52-07:00,Apaches
Mario Puzo & Peter Bart & Robert J. Thompson,,Fiction,9.7804E+12,2005-01-15T02:00:00-08:00,The Godfather
Nicole Richie,,Autobiography,9.78144E+12,2010-09-27T21:31:31-07:00,Priceless
Simon R. Green,,Fantasy,9.78044E+12,2011-01-03T20:31:38-08:00,A Hard Day's Knight
William Bernhardt,,Fiction:Suspense,9.78035E+12,2007-02-26T20:31:45-08:00,Capitol Threat
Connie Willis,,Science-Fiction,9.78055E+12,2010-02-01T20:40:59-08:00,Blackout
Connie Willis,,Science-Fiction,9.78055E+12,1998-03-31T20:40:44-08:00,Fire Watch
Connie Willis,,Fiction:Historical,9.78055E+12,1992-05-31T21:40:52-07:00,Lincoln's Dreams
Connie Willis,,Science-Fiction,9.78055E+12,1994-05-31T21:44:55-07:00,Uncharted Territory
Daniel Levin,,Fiction:Legal,9.78159E+12,2010-05-03T21:45:03-07:00,The Last Ember
John Grisham,,True Crime,9.78039E+12,2007-11-19T20:50:25-08:00,The Innocent Man: Murder and Injustice in a Small Town
Stephen R. Donaldson,,Science-Fiction,9.78055E+12,1992-05-31T21:50:32-07:00,The Real Story: The Gap Into Conflict
Lynn Shepherd,,Mystery,9.78031E+12,2010-07-20T03:00:00-07:00,Murder at Mansfield Park
Miranda Darling,,Fiction:Suspense,9.78174E+12,2010-06-30T21:50:19-07:00,The Troika Dolls
Stephen L. Carter,,Fiction:Legal,9.78038E+12,2002-01-14T20:54:23-08:00,The Emperor of Ocean Park
Thomas H. Cook,,Mystery,9.78055E+12,2002-09-30T21:54:36-07:00,The Interrogation
Stephen Frey,,Fiction:Suspense,9.78035E+12,2005-12-26T20:44:46-08:00,The Prot̩g̩
Nury Vittachi,,Fiction:Detective,9.78174E+12,2006-01-15T02:00:00-08:00,The Feng Shui Detective's Casebook
Nora Roberts,,Romance,9.78055E+12,1988-04-30T21:44:58-07:00,Brazen Virtue
Various,,Fiction:Detective,,2011-01-13T02:00:00-08:00,Masters of Noir: Volume Four
Various,,Fiction:Detective,,2011-01-13T02:00:00-08:00,Masters of Noir: Volume Three
Various,,Fiction:Detective,,2011-01-13T02:00:00-08:00,Masters of Noir: Volume Two
Various,,Fiction:Detective,3122,2011-01-13T02:00:00-08:00,Masters of Noir: Volume One
Mary McGarry Morris,,Fiction,9.78031E+12,2009-04-06T21:43:24-07:00,The Last Secret: A Novel
Mary McGarry Morris,,Fiction,9.78014E+12,2005-02-21T20:43:32-08:00,A Hole in the Universe
Greg Bear,,Science-Fiction,9.78077E+12,2011-01-04T02:00:00-08:00,Halo: Cryptum
Gary Phillips & Jervey Tervalon,,Fiction,9.78189E+12,2005-03-31T20:43:41-08:00,The Cocaine Chronicles
Donald Harstad,,Fiction:Detective,9.78055E+12,2002-12-31T20:43:50-08:00,Code 61
Donald Harstad,,Fiction:Detective,9.78055E+12,2000-05-01T21:43:57-07:00,Known Dead: A Novel
Bruno Schulz & Celina Wieniewska,,Fiction:Historical,9.7804E+12,1997-05-29T21:44:04-07:00,Sanatorium Under the Sign of the Hourglass
Barbara Hambly,,Fiction:Historical,9.78055E+12,2004-08-02T21:44:11-07:00,Dead Water
Alan Dean Foster,,Science-Fiction,9.78035E+12,2000-07-04T21:44:20-07:00,Phylogenesis
Alan Dean Foster,,Science-Fiction,9.78035E+12,2009-05-19T03:00:00-07:00,Flinx Transcendent: A Pip & Flinx Adventure
Alan Dean Foster,,Science-Fiction,9.78045E+12,1999-04-07T21:44:29-07:00,Into the Thinking Kingdoms
Brent Weeks,,Fantasy,9.78032E+12,2008-11-30T02:00:00-08:00,Beyond the Shadows
Flannery O'Connor,,Fiction:Religous,9.78037E+12,2007-02-28T20:58:04-08:00,Wise Blood
Garth Nix,,Fiction:Young Adult,9.78174E+12,2005-09-01T03:00:00-07:00,Across the Wall
Sue Townsend,,Fiction,9.78006E+12,2003-08-14T03:00:00-07:00,The Growing Pains of Adrian Mole
Derek Lin,,Religon,9.78159E+12,2006-08-14T18:57:00-07:00,Tao Te Ching: Annotated & Explained
Sinclair Lewis,,classics,9.78142E+12,2004-04-14T03:00:00-07:00,Babbit
J. Gregory Keyes,,Fantasy,9.78035E+12,2008-03-24T22:54:55-07:00,The Born Queen
Barbara Park & Denise Brunkus,,Children's Books,9.78038E+12,2001-01-01T21:55:31-08:00,Junie B. Jones Is Captain Field Day
Barbara Park & Denise Brunkus,,Children's Books,9.78068E+12,1997-06-23T22:55:42-07:00,Junie B. Jones Has a Monster Under Her Bed
Anita Shreve,,Fiction,9.78032E+12,2004-10-11T22:55:54-07:00,Light on Snow: A Novel
Anita Shreve,,Romance:Historical,9.78032E+12,1999-12-01T21:56:04-08:00,Fortune's Rocks: A Novel
Alan Dean Foster,,Science-Fiction,9.78035E+12,2010-11-22T21:53:52-08:00,The Human Blend
Wil Haygood,,"Autobiography, Sports",9.7814E+12,2009-10-12T22:53:59-07:00,Sweet Thunder: The Life and Times of Sugar Ray Robinson
Nicholas Sparks,,Romance,9.78045E+12,2007-09-23T22:54:05-07:00,The Choice
Mark Charan Newton,,Fantasy,9.78023E+12,2010-05-17T22:54:11-07:00,City of Ruin
Mark Charan Newton,,Fantasy,9.78035E+12,2010-06-28T22:54:19-07:00,Nights of Villjamur
Lori Armstrong,,Mystery,9.78142E+12,2011-01-10T21:54:25-08:00,Mercy Kill: A Mystery
Elizabeth Strout,,Fiction,9.7814E+12,2008-03-24T03:00:00-07:00,Olive Kitteridge
Iris Murdoch,,Fiction,9.7801E+12,2004-01-14T16:00:00-08:00,The Bell
John Scalzi,,Science-Fiction,9.78033E+12,2007-05-31T16:00:00-07:00,Old Man's War
Jonathan Lethem,,Fiction,9.78038E+12,2004-01-14T02:00:00-08:00,The Fortress of Solitude
Jonathan Littell,,Fiction:Historical,9.78006E+12,2010-02-01T16:00:00-08:00,The Kindly Ones: A Novel
Jorge Luis Borges,,Science-Fiction,811200124,1963-12-31T16:00:00-08:00,Labyrinths
Martin Amis,,Fiction,9.78014E+12,2010-06-28T16:00:00-07:00,Money: A Suicide Note
Richard Adams,,classics,9.78006E+12,2001-01-14T02:00:00-08:00,Watership Down
Robert Charles Wilson,,Science-Fiction,9.78077E+12,2006-01-31T16:00:00-08:00,Spin
Roberto Bola̱o,,Fiction,9.78033E+12,2009-09-17T03:00:00-07:00,2666
Stephen Donaldson,,Fantasy,9.78001E+12,1978-01-14T16:00:00-08:00,Lord Foul's Bane
Toni Morrison,,Fiction,9.7814E+12,2004-01-14T02:00:00-08:00,Beloved: A Novel
Virginia Woolf,,classics,9.78019E+12,2006-01-14T02:00:00-08:00,To the Lighthouse
A. J. Jacobs,,Autobiography,9.78074E+12,2004-09-20T21:00:00-07:00,The Know-It-All: One Man's Humble Quest to Become the Smartest Person in the World
Mihaly Csikszentmihalyi,,Self-Help,9.78014E+12,2004-03-29T10:43:02-08:00,"Good Business: Leadership, Flow, and the Making of Meaning"
The Believer,,Non-fiction:Humor,9.78031E+12,2010-04-06T11:42:52-07:00,"You're a Horrible Person, but I Like You: The Believer Book of Advice"
William Irwin & Gregory Bassham,,Philosophy,9.78047E+12,2010-09-21T03:00:00-07:00,The Ultimate Harry Potter and Philosophy: Hogwarts for Muggles
Lawrence Block,,Mystery,9.78074E+12,2002-07-30T03:00:00-07:00,After the First Death
Diane Chamberlain,,Fiction,9.78078E+12,2010-11-23T11:01:04-08:00,The Shadow Wife
Brian Stableford & Stableford Brian,,Science-Fiction,9.78143E+12,2009-01-15T11:01:14-08:00,The Dragon Man
Brian Stableford,,Science-Fiction,9.78077E+12,2003-07-01T12:01:22-07:00,The Omega Expedition
Brian Stableford,,Science-Fiction,9.78031E+12,2000-06-11T00:00:00-07:00,The Fountains of Youth
Brian Stableford,,Science-Fiction,9.78077E+12,2002-03-05T11:01:34-08:00,Dark Ararat
Brian Stableford,,Science-Fiction,9.78081E+12,2000-01-14T11:00:45-08:00,Inherit the Earth
Brian Stableford,,Science-Fiction,9.78077E+12,2002-02-28T11:00:53-08:00,The Cassandra Complex
Tim McLoughlin,,Fiction:Detective,9.78189E+12,2004-07-01T12:29:30-07:00,Brooklyn Noir
Christopher Moore,,Fiction:Humor,9.78006E+12,2010-03-23T03:00:00-07:00,Bite Me: A Love Story
Yvonne Woon,,Fiction:Young Adult,9.78142E+12,2010-09-21T00:30:20-07:00,Dead Beautiful
Thomas H. Cook,,Mystery,9.78031E+12,2009-10-27T03:00:00-07:00,Instruments of Night
Richard North Patterson,,Fiction:Legal,9.78035E+12,2001-10-29T23:30:33-08:00,Protect and Defend
Jeffery Deaver,,Mystery,9.78055E+12,2001-01-01T23:30:40-08:00,Hard News
James Swain,,Mystery,9.78035E+12,2009-09-15T00:30:48-07:00,The Night Monster: A Novel of Suspense
James Swain,,Mystery,9.78035E+12,2008-09-30T00:30:58-07:00,The Night Stalker: A Novel of Suspense
Eileen Cook,,Fiction:Young Adult,9.78144E+12,2011-01-03T23:31:05-08:00,The Education of Hailey Kendrick
Barbara Park & Denise Brunkus,,Children's Books,9.78038E+12,1999-01-14T23:31:19-08:00,Junie B. Jones Is (Almost) a Flower Girl
Antony John,,Fiction:Young Adult,9.7808E+12,2010-11-10T23:31:31-08:00,Five Flavors of Dumb
Brian Stableford,,Science-Fiction,9.78081E+12,2000-04-27T18:22:45-07:00,Architects of Emortality
Joseph Staten,,Science-Fiction,9.78077E+12,2007-10-29T23:00:00-07:00,Halo: Contact Harvest
Eric Nylund,,Science-Fiction,9.78077E+12,2009-08-14T23:00:00-07:00,Halo: Evolutions - Essential Tales of the Halo Universe
Eric S. Nylund,,Science-Fiction,9.78035E+12,2003-12-01T23:00:00-08:00,Halo: First Strike
Eric S. Nylund,,Science-Fiction,9.78077E+12,2007-04-02T23:00:00-07:00,Halo: Ghosts of Onyx
Tobias S. Buckell,,Science-Fiction,9.78077E+12,2008-11-24T23:00:00-08:00,Halo: The Cole Protocol
Eric Nylund,,Science-Fiction,9.78077E+12,2010-09-14T23:00:00-07:00,Halo: The Fall of Reach
William C. Dietz,,Science-Fiction,9.78035E+12,2003-03-31T22:00:00-08:00,Halo: The Flood
Tom Rath,,Self-Help,9.7816E+12,2007-02-25T02:00:00-08:00,Strengths Finder 2.0
Naomi Klein,,Non-fiction,9.78031E+12,2009-11-24T02:00:00-08:00,No Logo
Elizabeth McCracken,,Autobiography,9.78032E+12,2008-09-10T03:00:00-07:00,An Exact Replica of a Figment of My Imagination: A Memoir
Christopher Hitchens,,Autobiography,9.78045E+12,2010-06-01T21:56:27-07:00,Hitch-22: A Memoir
Bill Bryson,,Travel,9.78077E+12,2000-06-05T21:56:37-07:00,I'm a Stranger Here Myself: Notes on Returning to America After Twenty Years Away
Stephen Puleo,,History,9.78081E+12,2004-08-25T21:56:44-07:00,Dark Tide: The Great Boston Molasses Flood of 1919
Lawrence Goldstone & Nancy Bazelon Goldstone,,"Science, History",9.78077E+12,2005-01-14T20:56:51-08:00,The Friar and the Cipher: Roger Bacon and the Unsolved Mystery of the Most Unusual Manuscript in the World
James R. Green,,History,9.78038E+12,2006-01-14T02:00:00-08:00,"Death in the Haymarket: A Story of Chicago, the First Labor Movement, and the Bombing That Divided Gilded Age America"
Deborah Cadbury,,food,9.78159E+12,2010-10-18T21:57:16-07:00,Chocolate Wars: The 150-Year Rivalry Between the World's Greatest Chocolate Makers
Bradley K. Martin,,Autobiography,9.78031E+12,2006-01-09T20:57:23-08:00,Under the Loving Care of the Fatherly Leader: North Korea and the Kim Dynasty
Sam Kashner & Nancy Schoenberger,,Autobiography,9.78006E+12,2010-06-14T21:57:31-07:00,"Furious Love: Elizabeth Taylor, Richard Burton, and the Marriage of the Century"
David Rosen,,Fiction:Humor,9.78077E+12,2007-08-06T21:57:40-07:00,I Just Want My Pants Back
Ronald Reagan & Michael Reagan & James D. Denney,,Autobiography,9.78079E+12,2004-08-14T21:57:49-07:00,"In the Words of Ronald Reagan: The Wit, Wisdom, and Eternal Optimism of America's 40th President"
Ayn Rand,,Philosophy,9.78045E+12,1975-01-14T20:57:55-08:00,The Romantic Manifesto: A Philosophy of Literature
Mike Brown,,Science,9.78039E+12,2010-12-06T20:58:04-08:00,How I Killed Pluto and Why It Had It Coming
Stephen Hunt,,Fantasy,9.78001E+12,2010-04-14T03:00:00-07:00,Secrets of the Fire Sea
Stephen Hunt,,Fantasy,9.78001E+12,2009-10-14T22:08:15-07:00,The Rise of the Iron Moon
Stephen R. Donaldson,,Science-Fiction,9.78055E+12,1995-05-31T22:08:23-07:00,Chaos and Order: The Gap Into Madness
Robert Paul Weston,,Fiction:Young Adult,9.7816E+12,2010-09-29T22:08:29-07:00,Dust City
R. T. Jordan,,Mystery,9.78076E+12,2010-05-03T22:08:36-07:00,A Talent for Murder
Patrick McGrath,,Fiction,9.78068E+12,1998-01-14T21:08:44-08:00,Asylum
Pai Kit Fai,,Contemporary,9.78031E+12,2009-09-28T22:08:52-07:00,The Concubine's Daughter
Lish McBride,,Fiction:Young Adult,9.78081E+12,2010-10-11T22:08:59-07:00,"Hold Me Closer, Necromancer"
Lauren Kate,,Fiction:Young Adult,9.78039E+12,2009-12-07T21:09:15-08:00,Fallen
Lani Woodland,,Fiction,9.78098E+12,2010-08-19T22:09:24-07:00,Intrinsical
John Varley,,Science-Fiction,9.78043E+12,1986-09-14T22:09:32-07:00,Wizard
Jeremy Robinson,,Fiction:Suspense,,2010-11-18T02:00:00-08:00,The Last Hunter - Descent
Eugenia Kim,,Fiction:Historical,9.78081E+12,2009-08-03T22:09:48-07:00,The Calligrapher's Daughter: A Novel
Eric Flint,,Science-Fiction,9.78144E+12,2011-04-04T22:09:55-07:00,1636: The Saxon Uprising
Earl Emerson,,Fiction:Suspense,9.78035E+12,2003-02-03T21:10:01-08:00,Vertical Burn
Earl Emerson,,Fiction:Suspense,9.78035E+12,2008-01-28T21:10:08-08:00,Primal Threat
Earl Emerson,,Fiction:Suspense,9.78035E+12,2003-03-03T02:00:00-08:00,Into the Inferno
Christopher Pike,,Fiction:Young Adult,9.78055E+12,2010-09-12T22:10:34-07:00,The Secret of Ka
Charles Austen,,Fiction:Humor,9.78144E+12,2008-03-19T22:10:47-07:00,Like Warm Sun on Nekkid Bottoms
Amy Bloom,,Contemporary,9.78038E+12,1998-01-26T02:00:00-08:00,Love Invents Us
Alan Dean Foster,,Science-Fiction,9.78035E+12,2001-05-28T22:11:06-07:00,Dirge
Michael Cordy,,Fiction:Suspense,9.78055E+12,2009-09-29T03:00:00-07:00,The Source
R. S. Downie,,Mystery:Historical,9.78014E+12,2010-01-01T02:00:00-08:00,Ruso and the Root of All Evils
Angie Sage,,Fiction:Young Adult,9.78142E+12,2006-03-15T02:00:00-08:00,"Septimus Heap, Book One: Magyk"
Gary Taubes,,food,9.78031E+12,2010-12-27T19:26:13-08:00,Why We Get Fat: And What to Do About It
Gregg Andrew Hurwitz,,Fiction:Thriller,9.78006E+12,2004-08-11T20:26:20-07:00,The Kill Clause
Rodney Crowell,,Autobiography,9.78031E+12,2011-01-17T19:26:32-08:00,Chinaberry Sidewalks
Susan Richards,,History,9.78185E+12,2009-07-15T03:00:00-07:00,Lost and Found in Russia: Encounters in the Deep Heartland
John Fisher,,Autobiography,9.78001E+12,2007-09-28T12:57:09-07:00,Tommy Cooper: Always Leave Them Laughing
Roger Rosenblatt,,Reference,9.78006E+12,2011-01-04T11:53:46-08:00,Unless It Moves the Human Heart: The Craft and Art of Writing
Madeleine Albright & Madeleine Korbel Albright,,Autobiography,9.78006E+12,2009-10-01T12:54:02-07:00,Read My Pins: Stories From a Diplomat's Jewel Box
Perri O'Shaughnessy,,Fiction:Detective,9.78044E+12,2001-06-05T12:54:20-07:00,Move to Strike
Noel Riley Fitch,,"food, Autobiography",9.78039E+12,1999-04-13T12:56:55-07:00,Appetite for Life: The Biography of Julia Child
Lee Doty,,Fiction:Thriller,9.78142E+12,2008-07-12T12:54:37-07:00,Out of the Black
Howard Marks,,Autobiography,9.7801E+12,2007-06-09T12:55:12-07:00,Senor Nice
Howard Marks,,Fiction,9.7801E+12,2001-01-11T11:55:26-08:00,The Howard Marks Book of Dope Stories
Donald Harstad,,Fiction:Detective,9.78055E+12,2001-05-01T12:55:39-07:00,The Big Thaw
Cameron Stracher,,Fiction:Young Adult,9.7814E+12,2011-01-01T02:00:00-08:00,The Water Wars
Aron Ralston,,"Autobiography, Travel",9.78074E+12,2005-08-30T12:59:04-07:00,Between a Rock and a Hard Place
Jean Shepherd,,Fiction:Humor,9.78039E+12,1972-01-15T11:59:19-08:00,In God We Trust: All Others Pay Cash
John Szwed,,Non-fiction,9.78043E+12,2010-10-01T12:59:31-07:00,Alan Lomax
Kate Gosselin,,Autobiography,9.78031E+12,2010-05-01T12:59:38-07:00,"I Just Want You to Know: Letters to My Kids on Love, Faith, and Family"
Anna Whitelock,,History,1400066093,2010-09-07T03:00:00-07:00,"Mary Tudor: Princess, Bastard, Queen"
Rita Cosby,,True Crime,9.78045E+12,2007-09-04T13:00:17-07:00,Blonde Ambition: The Untold Story Behind Anna Nicole Smith's Death
Brian Herbert & Kevin J. Anderson,,Science-Fiction:Dune,9.78077E+12,2008-07-01T03:00:00-07:00,Sandworms of Dune
Dean Koontz,,Fiction:Suspense,9.78044E+12,2010-10-25T03:00:00-07:00,Darkness Under the Sun: A Tale of Suspense
Winston Churchill,,History,9.7808E+12,2002-09-04T03:00:00-07:00,The Gathering Storm
